,text,sentiment
662,How RT This Story Is Insane RT Scientist whose coronavirus model is used by CDC warns states may have to close again BREAKING NYC will use powerful ULTRA VIOLET LIGHTS to kill the coronavirus on subways and buses,Negative
663,Well Well Well and they re talking about lifting lockdown restrictions Joint Chiefs of Staff chairman says evidence suggests coronavirus was not manmade or released from lab India reports highest COVID19 cases till date,Positive
664,How is the curve flattening,Neutral
665,Which data is the Central govt looking at,Neutral
666,Manipula RT HealthcareHeroes,Neutral
667,The coronavirus is real says Sister Maria Thuse from CH Baragwanath Hospital She urges everyone to RT taking on Clinton AND Schiff in federal court This is not to fight the virus It is to keep inmates from showing the world what is happening behind bars with the virus Didn t he say the opposite earlier,Positive
668,xxx UK,Neutral
669,Coronavirus Customer Support Line on 0800 0121 614 This office is now closed We are open Mon Sun from 8 Today the Senate will confirm a Director for the National Counterintelligence and Security Center Our domestic fight wit RT My mother just passed away from the coronavirus I lost my father to the same on Saturday My brother is sick now too Can I RT My co workers want doors locked on the two cars where the crew rides Bus drivers want to let passengers enter through the ba Turkey starting new phase in coronavirus battle government says What do you think about Washington state nonprofit filing lawsuit saying Fox News misled viewers about coronavirus https RT Health Deadline extended for EUCancerPlan public consultation,Negative
670,Due to the coronavirus pandemic we have extended the deadline to RT BREAKING NYC will use powerful ULTRA VIOLET LIGHTS to kill the coronavirus on subways and buses,Negative
671,Well Well Well New York let coronavirus infected nurses work in upstate nursing home via Hint it starts with a C and ends with apitalism,Positive
672,aka this is what happens when Wall Street captures Congress and writes themsel RT OYC give Igbo governors 14 days Ultimatum to repatriates imported Almajiris back to north,Neutral
673,Northern Elders are export RT What can be more sad when one of our brother is Martyrd in fight against coronavirus The young 31 years old ct Ami RT Here come the blue checkmarks has always been true Starting w the too late closures contact tracing in Westchester in response to communit This crisis makes clear how much America depends on immigrants They are the essential workers who pick amp produce our food RT Right because the Coronavirus pandemic doesn t need any funds right now TrumpIsTheWORSTPresidentEVER h Coronavirus latest Germany can be bold easing restrictions Merkel says Fauci said he s willing to bet anything that people who recover from the new coronavirus are really protected from reinfec RT Devon has more Coronavirus deaths than Australia RT Researcher Close To Very Significant Findings In Coronavirus Study Killed In Murder Suicide vi Coronavirus Italy s desperate receive mafia offers they can t refuse di Vis I ve signed the petition calling for all overseas NHS staff working throughout the coronavirus crisis to be given the righ Only 5 RT President Trump s administration has worked tirelessly to combat the outbreak on every front wielding every avai RT Coronavirus The seven types of people who start and spread viral misinformation am so surprised RT Coronavirus PopeFrancis calls for fasting during day in Ramadan for end of COVID 19,Negative
674,Pope Francis has called on b My dad died from coronavirus and I might have brought it home to him UK News Sky News This is great news for however is this going to be just another reason will provide when they pivot drop Would be hilarious if it wasn t so sadly true RT The right wing press is holding a scientist to account for his sex life more than it s holding the government to account f RT Coronavirus cases in Ahmedabad have risen to 4400 But nothing to worry,Positive
675,Gujarat Govt will soon construct a wall outside qua RT Scott Dworkin said Trump is ending the task force during the height of the pandemic because he s a sociopath This is via F China knows exactly where the virus came from just more their BS We re onto you China we re done with youRT ALL THE TESTS ARE FALSE,Neutral
676,They even found corona in goats amp pawpaws,Neutral
677,htt RT Please sign my petition calling for the investigation of Fauci and the CDC for murder in the cover up of Hyrdoxychloroqu RT Truly impossible to make any of this shit up NHSX is relying on Android herd immunity strategy to overcome shortcomin I m back from the dead and I can tell you he said This will kick your ass,Negative
678,Happy to see Mr Flor has recove And yet we re continually told that Mark Newman s position as a board member for Meds in Motion was irrelevant https RT At least 90 000 health care workers around the world have been infected with coronavirus according to data from the Internatio RT Biggest failure in a generation Where did Britain go wrong,Negative
679,Australian newspapers on UK,Neutral
680,Doing what BBC refuses too,Neutral
681,coro Snyder 85 Veritas The FOX News Coronavirus litigation is still ongoing RT There s now been over 250 000 Coronavirus deaths worldwide,Negative
682,Over 10 of all these deaths have been in the UK Even tho RT Coronavirus India Update Nationwide tally crosses 50 000 with record jump in Maharashtra,Neutral
683,Also Maharashtra reported a rec RT,Neutral
684,Here s the FACT they DON T want you to focus on,Positive
685,ferguson deadcat AskTheHealthSecretary wato bbcpm Daily RT 5 times the CDC got it wrong on coronavirus Just The News Cuomo Gives People Another Reason to Hate New York He ll Tax Coronavirus Volunteers Boris Johnson told Parliament today his Government achieved 120 000 tests for coronavirus on 30 April Matt Hancock s RT JessSayin Yet nobody else is interesting so Wendy s wasn t lying about the freshness of their burgers sujatha This was a rare opportunity given to us workers to voice our side Very rare indeed,Negative
686,Proud to have been involved in this decision making process Proud to attend a university that holds student health amp safe here it is the clown is declaring victory and moving on to his Nazi rallies while coronavirus victims will be left These stories are heartbreaking and remind us that the numbers we see in the news are more than just statistics Every death RT read this read this read this read this read this,Neutral
687,Death Clock seeks to bring accountability for reckless leadership atl Quick question Do any of you personally know of anyone that has contracted or died from coronavirus RT Walla Walla really is our Florida RT Update following the latest official figures from the four UK nations a cautious estimate of the excess deaths linked to RT What can be more sad when one of our brother is Martyrd in fight against coronavirus The young 31 years old ct Ami RT Story fails to point out that 1 DeSantis covered up nursing home infections 2 the medical examiners still aren t re RT The team of professors at ASU and U of A was compiling the most robust public model in Arizona of COVID 19,Negative
688,Now as the RT The zoo called Nigeria is a failed experiment that we must bin,Negative
689,Join the next CoronaVirus update via my FB page Rad RT Pres Trump said yesterday the WH will phase out its coronavirus task force He explained by saying Well because we can t ke Critical mass of Android users needed for success of NHS contact tracing app A new survey has found that 1 3 of Americans say they will NOT accept a coronavirus vaccine Those between 18 amp 24 were t RT 007 Yale Epidemiologist U S Handling of Coronavirus Awfully Close to Genocide by Default via RT SOCIAL EXPERIMENTS EVENT 201 amp DART EX RT Siskind Gee who could have been this coming,Positive
690,Gov Brian Kemp warned on Tuesday that a growing coronavirus outbreak is stre RT In the last few days the Indian government has loosened up the coronavirus lockdown rules drawing people into the streets A RT At times it s better to not try your luck Staying at home is your best bet against Coronavirus GameOfLife TakingOnCo RT nemi Messi s face like back to carrying this team God hepp me RT It s been nice knowin ya General Coronavirus Handyman spends lockdown in Bamburgh Castle Dominic clearly didn t watch Everton 0 Arsenal 0 in DecemberRT How much of the Coronavirus consequences are a curse and how many are a blessing Remember that all things work together RT Breitbart is on to that infamous Harvard Marxist lolololololol Maybe it s time to see Life from a different perspective now and Bhajju Paa singh each word that you ve spoken will RT The world has started to ease down the lockdown restrictions We should know that without precautions Coronavirus may halt life RT So basically the excess mortality rate in London alone is greater than the entire number of deaths from Covid in Germany,Positive
691,i I m just astonished that you would make numbers up like that Literally Fox News hosts Jeanine Pirro and Brian Kilmeade received priority treatment for PPE requests from Kushner s coronavirus t RT Dr Rick Bright who says he was shoved out of his coronavirus response job for pushing back on efforts to fund drugs promoted RT The burdens and sacrifices in the age of COVID echo unevenly in ways that deserve much more attention,Positive
692,In person instruction at UofSC Columbia will resume mid August This is a decision that has not been made lightly and will requi RT Sending my deepest thoughts and prayers,Neutral
693,Know who YOU are,Neutral
694,You are PATRIOTS,Neutral
695,NOT lemmings,Neutral
696,Do NOT let fear win,Negative
697,They are running out of ammo,Neutral
698,MSM is no longe RT Now that Kushner is in charge of finding a Coronavirus vaccine if you think any other vaccine in development that won t be India coronavirus lockdown Train leaves with stranded migrants Cuts Deep Scars Through Meatpacking Cities VIDEO We Are Not Dismissing Use of Local Herbs To Fight COVID 19 Says Nigeria Health Minister,Negative
699,coronavirus COVID1 Washington Times subtweets Solomon What Is the BC strategy to hold on for a Vaccine with restrictions in place Even though there UK Boris Johnson said Keir Starmer wrongly stated care home coronavirus deaths are increasing,Positive
700,Starmer responded that the RT NEW POLL is great news for edge evaporates as seen as better suited for economy co Ok then RT Turkey s coronavirus figures May 6 testing positive for the coronavirus four times in six weeks Paulo Dybala confirms he s made a full recovery You know how the White House knows that it s safe to hold a press conference,Positive
701,They test the reporters,Neutral
702,What do they do bef RT UK coronavirus death toll continues to surge horrendously to 2nd worst in the world as our testing numbers fall back to RT Download our vulnerableworkers amp COVID19 Action Toolkit written by,Negative
703,Offering imme RT Not surprised by this and suspect was in many countries b4 reported Raises lots of questions re infection rate etc All in al RT The White House is blocking key officials from testifying to Congress about the response to the coronavirus crisis This This is messed up Project Veritas catches coronavirus testing site in Michigan being staged for CBS This Mornin Well run States should not be bailing out poorly run States using CoronaVirus as the excuse The elimination of Sanct Researcher on verge of making very significant coronavirus findings shot to death via Pres Trump said yesterday the WH will phase out its coronavirus task force He explained by saying Well because we can t ke Coronavirus Omar Taylor receives heartwarming welcome home after beating COVID 19 Corona csed in world wide report,Negative
704,coronavirus Joint Chiefs of Staff chairman says evidence suggests coronavirus was not manmade or released from lab These stories are heartbreaking and remind us that the numbers we see in the news are more than just statistics Every death RT This crisis makes clear how much America depends on immigrants They are the essential workers who pick amp produce our food RT I guess backing healthcare workers in this fight only goes so far Fuck it let em die is an interesting policy choice in an election year,Negative
705,Maharashtra,Neutral
706,In order to combat coronavirus the people NGOs entrepreneurs traders children I ve never witnessed someone with some degree of medical training so stupid in all my life,Negative
707,Fauci said he s willing to bet anything that people who recover from the new coronavirus are really protected from reinfec Surat CoronaVirus gujaratinews navgujaratsamay gujarat brekaingnews coronaupdate According to House Majority Leader Steny Hoyer on a call this morning a priority for Dems in the next coronavirus sti I ve just signed the petition calling on the UK government to protect people returning to work by making workplace As Helen Thomas told me If you re looking to make friends you re in the wrong business And if you re not getting them m RT BREAKING Trump didn t wear a mask and was shaking hands after he landed in Phoenix for his coronavirus propaganda events Trum Coronavirus scams in the UK have caused losses of almost 1m via BREAKING NYC will use powerful ULTRA VIOLET LIGHTS to kill the coronavirus on subways and buses,Negative
708,Well Well Well RT This crisis makes clear how much America depends on immigrants They are the essential workers who pick amp produce our food RT I have to correct something I said on the radio today,Positive
709,I was talking about how my wife checks off all the compromised boxes RT Bernie Sanders has raised 6 million for corona relief charities,Positive
710,SIX MILLION DOLLARS 58 percent of workers at Tyson meat factory in Iowa test positive for coronavirus BREAKING NYC will use powerful ULTRA VIOLET LIGHTS to kill the coronavirus on subways and buses,Positive
711,Well Well Well RT Coronavirus Bishop Oyedepo condemns opening of markets and locking of churches Video Coronavirus in Australia,Positive
712,Cases 6 875,Neutral
713,Deaths 97,Neutral
714,Recoveries 5 975RT Thank you Joint Chiefs of Staff chairman says evidence suggests coronavirus was not man made or released from lab T RT Gujarat Congress has alleged that the Namaste Trump event organised by the state BJP government on February 24 here was r RT Hawley Abolish the World Trade Organization in Wake of Coronavirus The WTO protected China while our agriculture and m RT Ousted HHS official files whistleblower complaint on coronavirus response via The Indian government has made it incredibly hard for journalists to access basic information that should be in the publi RT A single layer of T shirt fabric is 40 effective at higher droplet blocking When layers are doubled the fabric is 9 RT Our death toll is greater than anywhere in Europe Thousands more ppl are going to die in Britain Our government has de RT A map and graphic presentation of the case data is available at RT Rhode Island has now tested almost 80 000 residents for coronavirus since Feb 29 with about 10 000 testing positive That s RT kelly2 You don t say New discoveries shift coronavirus timeline by months Coronavirus India Update Nationwide tally crosses 50 000 with record jump in Maharashtra,Positive
715,Also Maharashtra reported a rec RT The testing and the masks and all of the things we ve solved every problem We solved it quickly Trump said May 1,Positive
716,The s RT Siskind Gee who could have been this coming,Neutral
717,Gov Brian Kemp warned on Tuesday that a growing coronavirus outbreak is stre 2 Here s what the first month was like under the longest statewide lockdown in Pennsylvania history according to CBS stages fake Corona Virus patients staged fake testing according to undercove support for entrepreneurial businesses includes a 500 million fund for high growth firms and 750 millions of The Little Sisters of the Poor are pouring themselves out w Christ like love in the middle of a pandemic,Positive
718,But today t RT World s highest mountain peak Mount Everest visible from a village in Bihar s Sitamarhi district,Neutral
719,OES The power to declare you non essential is the power t wouldn t have had to go help in the first place if amp hadn t liked that NY was well p resources for educators during the coronavirus pandemic via More than 1 2 million people have recovered globally Coronavirus BILL GATES ANNOUNCES WORLD GOVERNMENT WILL FORCIBLY INOCULATE ENTIRE PLANET,Positive
720,Meanwhile Gates also says China G In case you didn t know,Neutral
721,Bangladesh,Neutral
722,For last 6 months I ve been facing abuse for being Hindu When we started working to combat hunger crisis afte RT G Pope I helped write an oped in the NYTimes this morning with great colleagues Oeindrila Dube Kate Baicker and sendhil We RT The collective memory of the Great Hunger in has left a legacy of empathy in our society amp frames our response to su RT com Coronavirus is a conspiracy by Hindus when the time comes we will kill them all AIMIM supporter in viral video,Negative
723,https RT ayuk Thankfully for those of us starved of social interactions under coronavirus quarantine you don t have to find the patience t RT Sending my deepest thoughts and prayers,Negative
724,New blog post supermarket shopping with Galactosaemia during the Coronavirus pandemic,Neutral
725,Gujarat recorded the highest single day fatality in the country at 49 deaths This shows how the coronavirus pandemic was RT GoodNews who went viral for memorizing 75 handshakes beats COVID19,Negative
726,Get more positive news during t RT The White House CoronaVirus Task Force headed by Vice President Mike Pence has done a fantastic job of bringing toge RT A nurse returning home after a month long fight on the coronavirus frontline gets a heartwarming welcome from her neig RT Doctors report hydroxychloroquine has over 90 chance to cure coronavirus patients via OANN RT It s looking more and more like the narrative that Cuomo is handling the coronavirus well is based mostly on the fact that RT AZ Department of Health told scientists to pause work after its coronavirus model showed that delaying reopenin Welcome home,Positive
727,Great lady RT NEW POLL is great news for edge evaporates as seen as better suited for economy co RT My latest for,Positive
728,Citing concerns for worker safety Alberta has suspended some environmental requirements in Gonna RT this again today How s it feel to know that American people suffering is amusing to them Coronavirus lockdown roadmap PM says some measures may be eased from Monday,Positive
729,no no no This crisis makes clear how much America depends on immigrants They are the essential workers who pick amp produce our food RT More on covidtoes Frostbite toes and rashes may be signs of a coronavirus infection largest rise in Covid 19 deaths follows Bolsonaro worst is over claim,Negative
730,Trump clone Gov Brian Kemp warned on Tuesday that a growing coronavirus outbreak is stressing resources in northeast Georgia,Negative
731,gapol co RT BBC News Coronavirus UK becomes first country in Europe to pass 30 000 deaths Drains battery sucking all your data on your phone,Neutral
732,Avoid if you can tracingapp,Negative
733,Pompeo wouldn t make that statement without proof,Neutral
734,of Corruption by Dr Judy Mikovits Kent Heckenlively interview It s time for cleaning up the mess More from emeritus microbiology professor Sucharit Bhakdi The current crisis was brought about by politician How the Coronavirus Crisis Is Inspiring Country s Creators Like Luke Combs Brent Cobb amp Chris Janson Pettigrew MP LR Even more troubling the organization meant to implement these rules the blindly followed the Another 649 die with coronavirus taking UK total to 30 076 speed Trump ready to use DPA to produce 100 million doses of coronavirus vaccine than 1 700 additional COVID 19 deaths revealed in New York nursing homes See where d laughlin New world leader approval ratings change since last wk,Negative
735,Modi 82 0,Neutral
736,Morrison 65 1,Neutral
737,Johnson RT This ICU nurse on the coronavirus frontlines says he didn t sign up to die RBI Fake EMIs for the next three months,Negative
738,Fake RBI,Negative
739,EMIs send SMS to me that Effective Jun 02 2020 Penal I OFFICIAL Paulo Dybala is cured of Coronavirus WATCH State officials provide update on coronavirus outbreak in NewJersey This guy persuaded Boris that lockdown was the only way breaks lockdown rules for sexy romps with married lover good RT UK coronavirus death toll continues to surge horrendously to 2nd worst in the world as our testing numbers fall back to What is the point of having a Corona virus taskforce when nobody is following their recommendations and POTUS is u In Gallup s latest tracking poll Trump s job approval is back to 49 matching the highest it s ever been Democrats ca RT Sysco suggests many coronavirus related business closures won t be temporary Hey it s Rick Savage and the faux rage gang,Positive
740,resist VoteBlue2020 mepolitics coronavirus post 2020 voters want more coronavirus direct payments CNBC Change Research poll has been published on Price Coronavirus pandemic or not massive migrants transfers are taking place almost every day in Greece now,Positive
741,Here we have hun Yess James awsome RT There is NOT a SINGLE piece of evidence that shows MASKS will prevent you from catching the Coronavirus COVID 19 is N RT RSS details Covid seva 67k places 3 42 lakh workers 50 5 lakh ration kits 3 2 cr meals Desperate Brazilian patriot films what s going on in the infamous SaoPaulo Cracolandia crack slum during the coronavir RT Researchers Say Coronavirus May Have Mutated in Europe to Become More Contagious CoronavirusRoundup nursing home shut down after deadly coronavirus outbreak residents moved,Negative
742,Bushiri didn t see Coronavirus coming The Duke and Duchess of Sussex have released a new video of their son Archie to mark his first birthday,Neutral
743,It was released on t Trump warned Americans he would run USA like a Business That s Florida removed data from the state Department of Health website that showed 171 patients had coronavirus symptoms or pos Tron Foundation declines to comment on coronavirus relief funding report CARESAct hypatia Texas Governor Abbott caught on recording saying reopening will escalate coronavirus spread on same day state businesses op RT The Coronavirus pandemic has turned Minnesota s forecasted 1 5 billion surplus to a deficit of 2 42 billion We should c RT Today the Senate will confirm a Director for the National Counterintelligence and Security Center Our domestic fight wit RT Coronavirus proofreading enzyme stimulates RNA recombination and debunking the conclusion that a change in the viral spike gl RT My mother just passed away from the coronavirus I lost my father to the same on Saturday My brother is sick now too Can I RT Blood On Their Hands World Renowned Doctors Release Studies Supporting Hydroxychloroquine Treatment for Coronavirus as RT greer this is my shocked face to everyone who joined our webinar on how the coronavirus is impacting the B2BMarketing sector just now NY Gov Cuomo cautions that as new information comes in the coronavirus death toll could be revised and the reality could be RT Right now the number of active cases is large enough to pose a substantial and catastrophic threat to public safety and RT And Brix and Fauci new,Negative
744,Coronavirus Could a llama hold the key to treating COVID 19 The UK now has the highest number of deaths from Coronavirus in Europe and the 2nd highest in the world,Positive
745,This is such an un What exactly does the CARES Act entail This article does a nice job of laying out what the act means for individua I ve done this If you re in the north west why don t you LockdownLifeRT Once again Pelosi shows she s rotten to the core Caught trying to slip in funding your tax dollars for abortions RT My mother just passed away from the coronavirus I lost my father to the same on Saturday My brother is sick now too Can I RT In Pakistan mosques have not been closed because if they are,Negative
746,There is a real fear across the board that religi RT Sending my deepest thoughts and prayers,Negative
747,Kushner s Volunteer Force Led a Fumbling Hunt for Medical Supplies The New York Times The burdens and sacrifices in the age of COVID echo unevenly in ways that deserve much more attention,Negative
748,tries to blame impeachment and Russia for the shortage of medical supplies under his watch France will discard 10 million litres of beer four Olympic sized swimming pools full due to expire undrunk with consumers Kelly Loeffler clearly profited in her position as a Senator She profited while America s citizens suffered I offer you nya Dabi to cure coronavirus woes,Negative
749,dabihawks hawks dabi bnha The world has started to ease down the lockdown restrictions We should know that without precautions Coronavirus may halt life RT There has been a curious mixture of superiority and fatalism about Britain s handling of the pandemic which has been Coronavirus More than 1 2 million people have recovered globally Coronavirus Here come the blue checkmarks us Big Oil has been lobbying to use our tax dollars to pay the debt they acquired long before coronavirus and Trump s administr RT KissMyBot I don t believe the Coronavirus death toll numbers Do you If you don t believe the Death toll numbers you aren t alo RT Tax dodging billionaires companies behaving badly They want UK taxpayers to bail them out They behave badly because our c RT Here come the blue checkmarks My mother just passed away from the coronavirus I lost my father to the same on Saturday My brother is sick now too Can I Rohingya refugees Cox s Bazar and the coronavirus,Negative
750,My colleague Rachel Wolff speaks how Coronavirus is exacerbatin Mr Mayor can you please help get s story out,Positive
751,Her video has already been pulled from YouTube RT LIVE Justice Administration holds press briefing on COVID 19 response May 6 2020 For more information about COVID19 Coronavirus researcher on verge of significant findings found shot to death officials say is NurseAppreciationDay We are always grateful to Ohio s nurses but especially now as they are morons have been around for over 100 years RT There needs to be a lot more discussion about the fact that Andrew Cuomo sent coronavirus patients into nursing homes al RT If we had a Democrat with balls when we take over they d cut off funding to red states amp make them beg for their handout A Judge EricMoye is unfit to preside over any court This is morally wrong No one is being forced to go to Shelley JessSayin Yet nobody else is interesting so Wendy s wasn t lying about the freshness of their burgers RT Florida removed data from the state Department of Health website that showed 171 patients had coronavirus symptoms or pos Pompeo says the US can t be certain coronavirus outbreak originated in China lab,Negative
752,JessSayin Yet nobody else is interesting so Wendy s wasn t lying about the freshness of their burgers RT Tommy Robinson confronts police camera van snidey parked to fine essential workers and carers,Negative
753,While we re told to sta First case of Covid19 in France was on Dec 27th It was also confirmed that CES attendees had it in early Januar Dear,Positive
754,Arizonans have a right to access info on COVID19 from models to opendata about cases fatalities amp respo RT Convicted pedophiles are being released from jail because of coronavirus,Negative
755,Meanwhile a hair salon owner is being thro Australian company behind MagnoliaLNG appoints administrators may be insolvent USLNG LNGLY LNG ONGT A Spanish nurse returned to her job at a hospital near Madrid after spending four weeks recovering from the coronavirus hersel RT Despite newspaper assertions I doubt there ll be public appetite for a Coronavirus inquiry after this Off Twitter I RT Very sorry for your loss On the bright side though Norwich and Burnley are playing a 78 minute game in an empty Emirat Before a 42 year old mother of six died of coronavirus her children used a walkie talkie to say goodbye,Negative
756,flu pandemic boosted support for the Nazis Fed study claims economy adolfhitler boosted businessnews I wrote about the Trump administration s efforts to suppress information about the coronavirus pandemic The article and thr RT rasmussen This type of reporting on SARSCoV2 COVID19 coronavirus makes my blood boil There is no evidence that the dominant RT Distributed Face Shield Mask to Our frontline volunteers who are fighting the Coronavirus pandemic to help the affecte RT And many of Americans especially small business owners and hard working people full of patriotism are simply immune RT Last month revealed that Palantir the US big data firm founded by the rightwing billionaire Peter Thiel is RT A new study from Wuhan finds the coronavirus can linger in the air in crowded spaces as scientists struggle to determine exa C mon Washington we re better than this RT The failed amp myopic response of to COVID 19 allowed the virus to enter the US from Europe The virus had app RT In person instruction at UofSC Columbia will resume mid August This is a decision that has not been made lightly and will requi Researcher on verge of making very significant coronavirus findings shot to death Absol Always happy to join the President Trump says the White House coronavirus task force won t wind down in the near future though members could be re,Positive
757,She s from Norway Thought you d welcome Norwegians,Positive
758,Texas salon owner fined sentenced to jail for violating coronavirus lockdown measures OANN JessSayin Yet nobody else is interesting so Wendy s wasn t lying about the freshness of their burgers RT Hydroxychloroquine proves to be powerful drug in fight against coronavirus via OA Persconferentie over Versoepeling Coronamaatregelen,Negative
759,CoronaVirus Corona CoronaCrisis VirusCorona CoronaNL like something to look into Could this explain NYC s exceptionally high infection and death rates We are at the point where any one of us can easily put the fear of death into another,Negative
760,Worse are slo Monoclonal antibodies could potentially be used both for treatment and prevention of COVID happy to work with deve RT Well that s embarrassing After 5 weeks I have just spotted I had misspelled coronavirus in my work email signature RT The only thing this government is good at testing is my patience RT Finally a solution RT Instead of another photo op why doesn t President Trump roll up his sleeves and get something done on testing,Positive
761,UPDATE New mutation in coronavirus genome has been detected that mirrors a mutation in 2003 SARS outbreak which weake RT watched this interview Please watch and share to spread the TRUTH,Positive
762,CoronaVirus COVID19Dont understand these comments Does a professional reporter have to be pro Govt Is pointing out questionable germ zapping robot Thanks to our philanthropic partners and donors Sutter Tracy Community Hospital has this BREAKING 155 Persons Die In Yobe State Within Six Days Over Suspected Coronavirus Symptoms State Governor Coordinate NO He is already trying to do it i don t know what to say about the suicide looks murdered doctor onto something niagara falls gateway,Negative
763,but i watch New vaccine can target multiple coronavirus strains,Negative
764,Coronavirus COVID 19 COVID19 Coronaviru Love this Silk Marvel CindyMoon COVID19 wearyourmask koreanamerican asianamerican Jared is into the data Nothing is more insidious amp dangerous It s a huge story Please stay on it,Positive
765,Get to a whistleb RT Pompeo wouldn t make that statement without proof,Neutral
766,If China keeps pushing this they re going to regret it RT Fact Check Dog Vaccine Not Related To COVID 19 Misleading Post Getting Viral Coronavirus Coron RT Intelligence agencies in the UK and the US have jointly warned that rival states are conducting malicious cyber campai Israel numbers have come down nicely new cases from 600 peak to 100 and new deaths from 10 peak t Faculty s proposed simulation of a policy described as targeted herd immunity was part of an NHSX amp Faculty planning docu WHO says there can be no going back to business as usual after coronavirus pandemic It sucks to have any kind of life event or milestone during Coronavirus Quarantine But this little lady right here is so RT JessSayin Yet nobody else is interesting so Wendy s wasn t lying about the freshness of their burgers Here come the blue checkmarks We lost 232 New Yorkers yesterday to Coronavirus,Negative
767,That is 232 families that are suffering today,Negative
768,Yes we have made grea Nearly 1 300 Inmates More Than 400 Employees Test Positive for COVID 19 in Texas Prisons TDCJ Please RETWEET if you want media to stop carrying Trump s coronavirus pressers live RT The White House CoronaVirus Task Force headed by Vice President Mike Pence has done a fantastic job of bringing toge RT Coronavirus India Update Nationwide tally crosses 50 000 with record jump in Maharashtra,Positive
769,Also Maharashtra reported a rec RT Boynton Beach CORONAVIRUS INFECTIONS RISE AT BOCA DELRAY BOYNTON NURSING HOMES National Nurses Day and Thank You nurses doctors essential workers and first responders for doing the most NEW,Positive
770,A pushy Pennsylvania dentist A former Apprentice star A bogus deal for New York ventilators And a dozen young Hospitals haven t felt the true force of COVID 19 as it was deliberately pushed into care homes Conveniently the G China has strategically used the coronavirus as a Trojan horse to advance its agenda of economic and cultural domination an RT Trump is bringing death to Red America The Last Jedi to remind myself that maybe we did deserve the coronavirus RT Bernie Sanders has raised 6 million for corona relief charities,Positive
771,SIX MILLION DOLLARS Coronavirus How long does it take to recover BBC News via 36 The fourth extension of Spain s Coronavirus state of alarm has been approved in parliament 178 votes in favor 75 RT The IRS has delivered more than 207 billion in coronavirus relief payments to individual taxpayers But some of those pay Even during a global pandemic even if you voluntarily put your life on the line to help others the government wil Thank you to for telling it like it is with the Coronavirus Testing which was NOT i right here lockdownextension COVID19 coronavirus OPENAMERICANOW It will be coded as coronavirusRT Due to COVID19 aka Coronavirus Ill be sending the first 700 people to like amp retweet this 300 1500 through CashApp A U of Pittsburgh professor on the verge of making very significant findings researching COVID 19 according to t Coronavirus much deadlier indoors,Positive
772,Seems the Stay Home Save Lives messaging was absolute unscientific bollocks Hong Kong to Reopen Bars Gyms Theaters as Coronavirus Cases Dwindle Breitbart comment South Ossetia confirms first three cases of coronavirus More than a month has passed since there was a day with fewer than 1 000 deaths from the virus,Positive
773,I agree there s no appetite for a public enquiry we should go straight to the corporate manslaughter trials RT HERE S A STAT WORTH SHARING,Positive
774,Global COVID19 coronavirus total recoveries have passed 1 200 000,Neutral
775,That s nearly 5x RT Did you sacrifice elderly people in care homes so you could ensure that the NHS was not overrun,Positive
776,A viewer asks the Heal RT This is a shockingly bad idea Minister of Defence Production Zobaida Jalal called on Minister of Foreign Affairs Shah Mahmood Qureshi in Islamabad 06 05 2 RT Coronavirus 500 000 surgical masks donated to Canada from Taiwan cdnpoliRT Coronavirus UK,Negative
777,Don t lift lockdown now,Neutral
778,Mandate face masks,Neutral
779,Don t open schools as kids spread infection,Neutral
780,Stop CV19 deaths a RT ICYMI Trump s response to ABC asking him why he wasn t more prepared for the coronavirus was Well I ll be honest uh I ha COVID 19 has resulted in an increase in feelings of isolation and loneliness Briana Duffy regional president for,Positive
781,coldwar served really coldthis,Neutral
782,Today the Senate will confirm a Director for the National Counterintelligence and Security Center Our domestic fight wit RT Did you know,Negative
783,The 25 universities with the largest endowments were allocated 801 3 million in Coronavirus relief fundi Experts say U K risks repeating tragic mistakes in coronavirus response via Today President brought rapid result Abbott Coronavirus tests to the Navajo Nation 1 What is starting to become clear is that Trump turned the CoronaVirus efforts at into a bribery corruption s RT Why are world renown experts in denial about hydrodroxychloroquin could it be that it s cheap and plentiful when ther RT We re delighted to have the support of former Strictly Come Dancing Head Judge Len Goodman Len is supporting Team KS RT Joint Chiefs of Staff chairman says evidence suggests coronavirus was not manmade or released from lab Some good news COVID19 coronavirus total recoveries by country,Positive
784,USA 190 000,Neutral
785,Germany 137 400,Neutral
786,Spain 12 RT Yesterday we emailed all Scottish charities to ask for their help with completing a short survey The survey will ask q RT What Kenya is dealing with right now,Positive
787,Highest single day spike of Coronavirus cases,Neutral
788,Flooding that has led to 100 000 homel RT Salon owners should not lose their business because a governor has decided to close their doors and keep them closed 7 days RT What are the odds Looks like a DS Cabal clean up,Positive
789,Medical Researcher on Verge of Making Very Significan RT A Ain t no Corona shmorona gonna stop from helping Jews realize their dream of making Aliyah Israel How a decade of hysterical scare mongering by British scientists and alarmist journalists has turned a once rational nation RT These stories are heartbreaking and remind us that the numbers we see in the news are more than just statistics Every death As COVID 19 cases and death tolls keep climbing physical distancing remains the country s best defense against the State health department tells university COVID 19 modeling team to stop work limits data access Now that Kushner is in charge of finding a Coronavirus vaccine if you think any other vaccine in development that won t be RT During a private call Texas GOP Gov Greg Abbott admitted every scientific and medical report shows state reopenings RT Reported US coronavirus deaths,Negative
790,Mar 5 12 deaths,Neutral
791,Apr 5 9 643 deaths,Neutral
